Gene_name_canonical,consensus graph-based annotation (this study),Leiden cluster label (this study),Ground truth (ML6.0),"Itzhak et al. 2016, compartment","Itzhak et al. 2016, global"
TRMT11,mitochondrion,3,,,Mostly Cytosolic
TRMT61B,mitochondrion,3,,Mitochondrion,Mostly Organellar
TRMU,mitochondrion,3,Golgi,Mitochondrion,Mostly Organellar
TRNT1,mitochondrion,3,,Mitochondrion,Organellar and Cytosolic
TSPO,mitochondrion,3,,Mitochondrion,Mostly Organellar
TTC19,mitochondrion,3,,,Organellar and Cytosolic
UQCC3,mitochondrion,3,,,Mostly Organellar
UQCC5,mitochondrion,3,,,
USP30,mitochondrion,3,,,Mostly Organellar
VARS2,mitochondrion,3,,Mitochondrion,Mostly Organellar
YBEY,mitochondrion,3,,Mitochondrion,Mostly Organellar
AKAP17A,nucleus,4,,Large Protein Complex,Mostly Nuclear
ALKBH2,nucleus,4,,Large Protein Complex,Broad distribution
ARGLU1,nucleus,4,,Large Protein Complex,Mostly Nuclear
ASTE1,nucleus,4,,,Mostly Organellar
BRD9,nucleus,4,,,Mostly Nuclear
C1orf174,nucleus,4,,,Mostly Nuclear
C8orf33,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
CBX4,nucleus,4,,Large Protein Complex,Broad distribution
CCDC137,nucleus,4,,Large Protein Complex,Mostly Nuclear
CCDC59,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
CCNT1,nucleus,4,,Large Protein Complex,Broad distribution
CDC73,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
CDK11B,nucleus,4,,Large Protein Complex,Broad distribution
CDK9,nucleus,4,,Large Protein Complex,Broad distribution
CENATAC,nucleus,4,,Large Protein Complex,Mostly Organellar
CLK1,nucleus,4,,,Mostly Nuclear
CT45A2,nucleus,4,,,
CWC25,nucleus,4,,Large Protein Complex,Mostly Nuclear
CWF19L2,nucleus,4,,Large Protein Complex,Broad distribution
DCUN1D5,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
DDX46 (A8K6X3),nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
DHX35,nucleus,4,,,Broad distribution
DIAPH3,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
DUSP11,nucleus,4,,Large Protein Complex,Broad distribution
DYNC2I1,nucleus,4,,,Organellar and Cytosolic
ELOF1,nucleus,4,,,Nuclear and Cytosolic
ERI1,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
FAM204A,nucleus,4,,,Organellar and Cytosolic
FAM76A,nucleus,4,,,Mostly Nuclear
FAM76B,nucleus,4,,Large Protein Complex,Broad distribution
FCF1,nucleus,4,,,Mostly Nuclear
FOXG1,nucleus,4,,,
GPATCH1,nucleus,4,,,Mostly Nuclear
GPATCH8,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
GTF2F1,nucleus,4,,Large Protein Complex,Broad distribution
GTPBP2,nucleus,4,,Large Protein Complex,Mostly Organellar
HEXIM1,nucleus,4,,Large Protein Complex,Mostly Cytosolic
HOXA5,nucleus,4,,,
HOXB6,nucleus,4,,,
HTATSF1,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
INO80B,nucleus,4,,,Mostly Nuclear
KNOP1,nucleolus,4,,Large Protein Complex,Mostly Nuclear
MACIR,nucleus,4,,,Nuclear and Cytosolic
MAML1,nucleus,4,,Large Protein Complex,Broad distribution
MAP7,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
MAP7D2,nucleus,4,,,
MAP9,nucleus,4,,,
MED19,nucleus,4,,,Mostly Nuclear
MED27,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
MELK,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
MEX3D,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
MMTAG2,nucleus,4,,Large Protein Complex,Broad distribution
NCL (A0A7I2V428),nucleus,4,,Large Protein Complex,Broad distribution
NCOA3,nucleus,4,,,Nuclear and Cytosolic
NFX1,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
NKAPD1,nucleus,4,,,Mostly Nuclear
NOB1,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
NSRP1,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
NSUN5,nucleus,4,,Large Protein Complex,Broad distribution
PARP2,nucleus,4,,Large Protein Complex,Broad distribution
PHF6 (A0A0D9SGE8),nucleus,4,,Large Protein Complex,Broad distribution
PIMREG,nucleus,4,,,Nuclear and Cytosolic
POC1A,nucleus,4,centrosome,Large Protein Complex,Mostly Organellar
POLR1D,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
Q5KU37[p];B3KMV1[p],nucleus,4,,,
RBM17,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
RBMX2,nucleus,4,,Large Protein Complex,Broad distribution
RIOK2,nucleus,4,,Large Protein Complex,Mostly Cytosolic
RNF220,nucleus,4,,,Nuclear and Cytosolic
RNGTT,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
RP9,nucleus,4,,Large Protein Complex,Broad distribution
RSRC2,nucleus,4,,Large Protein Complex,Mostly Nuclear
SCAF11,nucleus,4,,Large Protein Complex,Mostly Nuclear
SECISBP2L,nucleus,4,,,Organellar and Cytosolic
SELENOH,nucleus,4,,,Mostly Nuclear
SENP2,nucleus,4,,,Mostly Nuclear
SETD2,nucleus,4,,,Mostly Nuclear
SFSWAP,nucleus,4,,Large Protein Complex,Mostly Nuclear
SNIP1,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
SREK1,nucleus,4,,Large Protein Complex,Mostly Nuclear
SREK1IP1,nucleus,4,,Large Protein Complex,Mostly Organellar
STK19,nucleus,4,,,Broad distribution
STK33,nucleus,4,,,
TATDN2,nucleus,4,,,
TCEANC2,nucleus,4,,Large Protein Complex,Mostly Organellar
TEDC1,nucleus,4,,,Organellar and Cytosolic
TEDC2,nucleus,4,,,Mostly Organellar
TRIM3,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
TRMT2A,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
TRPT1,nucleus,4,,,Organellar and Cytosolic
TSR1,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
TUBE1,nucleus,4,,,Organellar and Cytosolic
U2SURP,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
UPF3B,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
WDR13,nucleus,4,,Large Protein Complex,Organellar and Cytosolic
WDR89,nucleus,4,,,Mostly Nuclear
ZCCHC17,nucleus,4,,Large Protein Complex,Broad distribution
ZCCHC4,nucleus,4,,,Organellar and Cytosolic
ZFP91,nucleus,4,,,Mostly Nuclear
ZNF593,nucleus,4,,,Broad distribution
ZNF687,nucleus,4,,,Mostly Nuclear
ZNF768,nucleus,4,,,Mostly Nuclear
ZNHIT6,nucleus,4,,Large Protein Complex,Nuclear and Cytosolic
ABCF1,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
ANKHD1,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
ANKRD17,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
ATXN2,stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
BTF3L4,stress_granule,5,,Large Protein Complex,Broad distribution
C1orf122,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
CAPRIN1,stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
CNBP,stress_granule,5,,Large Protein Complex,Broad distribution
CNOT1,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
CNOT11,stress_granule,5,,Large Protein Complex,Mostly Organellar
CNOT2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
CNOT3,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
CNOT8,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
CNOT9,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
CSDE1,stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
DDX20,stress_granule,5,,Endosome,Organellar and Cytosolic
DHX29,stress_granule,5,,Large Protein Complex,Mostly Organellar
DHX57,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
DICER1,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
DNAJC2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EDF1,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EIF1AY,stress_granule,5,,,
EIF2A,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EIF2AK2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EIF2D,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EIF2S2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EIF4A2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EIF4B,stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
EIF4E2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EIF4G2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EIF4G3,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EIF5,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
EIF5B,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
FAM193B,stress_granule,5,,Large Protein Complex,Mostly Organellar
FAM98A,stress_granule,5,stress granule,Large Protein Complex,Mostly Organellar
FARSB,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
FBXO11,stress_granule,5,,,Nuclear and Cytosolic
FKBP3,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
G3BP1,stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
G3BP2,stress_granule,5,stress granule,Large Protein Complex,Mostly Organellar
GEMIN2 (O14893),stress_granule,5,,Endosome,Organellar and Cytosolic
GEMIN4,stress_granule,5,,Endosome,Organellar and Cytosolic
GEMIN5,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
GEMIN6,stress_granule,5,,Endosome,Broad distribution
GEMIN8,stress_granule,5,,Endosome,Organellar and Cytosolic
GIGYF2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
GKAP1,stress_granule,5,,Large Protein Complex,Mostly Organellar
GPBP1,stress_granule,5,,Large Protein Complex,Mostly Organellar
HECA,stress_granule,5,,,
HERC5,stress_granule,5,,Large Protein Complex,Mostly Organellar
HSPA14,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
IBTK,stress_granule,5,,Large Protein Complex,Mostly Organellar
LARP1B,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
LARP4B,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
LRRC47,stress_granule,5,,Large Protein Complex,Broad distribution
MCRIP2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
METAP1,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
METAP2 (A0A140VJE3),stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
NAA15 (A0A0B4J1W3),cytosol,5,,Large Protein Complex,Mostly Cytosolic
NMNAT1,stress_granule,5,,Large Protein Complex,Mostly Nuclear
NMT1,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
NUFIP2,stress_granule,5,stress granule,Large Protein Complex,Mostly Organellar
OBI1,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
OTUD4,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
PRRC2B,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
PRRC2C (Q9Y520),stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
PYM1,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
RLIG1,stress_granule,5,,Large Protein Complex,Broad distribution
RNF214 (Q8ND24),cytosol,5,,Large Protein Complex,Organellar and Cytosolic
RPS10 (P46783),translation,5,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS11,stress_granule,5,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS18,stress_granule,5,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS19,stress_granule,5,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS20,stress_granule,5,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS21,stress_granule,5,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS26P11,stress_granule,5,,,
RPS29,stress_granule,5,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS4X,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
RPS9,stress_granule,5,ribosome,Large Protein Complex,Organellar and Cytosolic
RTCB,stress_granule,5,stress granule,Large Protein Complex,Broad distribution
SCAPER,stress_granule,5,,,Mostly Organellar
SERBP1 (Q5VU21),stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
SERBP1 (Q8NC51),stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
SETD3,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
SKIC2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
SKIC3,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
SMN1,stress_granule,5,,Endosome,Organellar and Cytosolic
TDRD3,stress_granule,5,,Large Protein Complex,Mostly Organellar
TNKS1BP1,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
TOP3B,stress_granule,5,,Large Protein Complex,Mostly Organellar
TRIM25 (Q14258),stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
TXLNA,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
TXLNG,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
UBAP2,stress_granule,5,stress granule,Large Protein Complex,Mostly Organellar
UBAP2L (Q14157),stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
UNK,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
UPF2,stress_granule,5,,Large Protein Complex,Organellar and Cytosolic
USP10,stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
YTHDF1,stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
YTHDF3,stress_granule,5,stress granule,Large Protein Complex,Organellar and Cytosolic
ZC3H7A,stress_granule,5,,Large Protein Complex,Mostly Organellar
ZC3H7B,stress_granule,5,,Large Protein Complex,Mostly Organellar
ZNF598,stress_granule,5,,Large Protein Complex,Mostly Organellar
AASDHPPT,cytosol,6,,Large Protein Complex,Mostly Cytosolic
ACACA,cytosol,6,,Large Protein Complex,Mostly Cytosolic
ACLY,cytosol,6,,Large Protein Complex,Mostly Cytosolic
AHSA1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
AIP (B7SBB1),cytosol,6,,Large Protein Complex,Mostly Cytosolic
ANXA11,cytosol,6,,Large Protein Complex,Mostly Cytosolic
ANXA7,cytosol,6,stress granule,Large Protein Complex,Mostly Cytosolic
ARHGAP1,cytosol,6,,Large Protein Complex,Broad distribution
ARHGAP17,cytosol,6,,Large Protein Complex,Organellar and Cytosolic
ASNS,cytosol,6,,Large Protein Complex,Mostly Cytosolic
ATXN10,cytosol,6,,Large Protein Complex,Mostly Cytosolic
B4DLE6[p],cytosol,6,,,
CAD,cytosol,6,,Large Protein Complex,Mostly Cytosolic
CAND1,cytosol,6,,Large Protein Complex,Nuclear and Cytosolic
CARM1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
CBS,cytosol,6,,Large Protein Complex,Mostly Cytosolic
CHORDC1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
CIAPIN1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
CIP2A,cytosol,6,,,Mostly Cytosolic
COPS2,cytosol,6,,Large Protein Complex,Mostly Cytosolic
COPS3,cytosol,6,,Large Protein Complex,Mostly Cytosolic
COPS4,cytosol,6,,Large Protein Complex,Mostly Cytosolic
COPS5,cytosol,6,,Large Protein Complex,Broad distribution
COPS6,cytosol,6,,Large Protein Complex,Mostly Cytosolic
CSE1L,cytosol,6,,Large Protein Complex,Mostly Cytosolic
CTPS1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
DIAPH1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
DIAPH2,cytosol,6,,,
DNAJB1,cytosol,6,,Endosome,Organellar and Cytosolic
DNM1L (O00429),cytosol,6,,Large Protein Complex,Mostly Cytosolic
DRIP4,cytosol,6,,,
FASN,cytosol,6,,Large Protein Complex,Mostly Cytosolic
GAPVD1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
GLRX3,cytosol,6,,Large Protein Complex,Mostly Cytosolic
GMPS,cytosol,6,,Large Protein Complex,Broad distribution
HAT1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
HSPA4,cytosol,6,,Large Protein Complex,Mostly Cytosolic
HSPA4L,cytosol,6,,Large Protein Complex,Mostly Cytosolic
HSPH1 (A0A024RDS1),cytosol,6,,Large Protein Complex,Mostly Cytosolic
HUWE1 (A0A024R9W5),cytosol,6,,Large Protein Complex,Mostly Cytosolic
IPO11,cytosol,6,,Large Protein Complex,Mostly Cytosolic
IPO4,cytosol,6,,Large Protein Complex,Mostly Cytosolic
IPO9,cytosol,6,,Large Protein Complex,Mostly Cytosolic
ITPA,cytosol,6,,Large Protein Complex,Mostly Cytosolic
KIF11,cytosol,6,,Large Protein Complex,Mostly Cytosolic
KPNA1,cytosol,6,stress granule,Large Protein Complex,Broad distribution
LRRC40,cytosol,6,,Large Protein Complex,Organellar and Cytosolic
LYPLA2,cytosol,6,,Golgi,Mostly Cytosolic
MAP2K1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
MAP2K2,cytosol,6,,Large Protein Complex,Mostly Cytosolic
MAT2A,cytosol,6,,Large Protein Complex,Mostly Cytosolic
MCMBP,cytosol,6,,Large Protein Complex,Mostly Cytosolic
MMS19,cytosol,6,,Large Protein Complex,Mostly Cytosolic
MOB1A,cytosol,6,,Large Protein Complex,Broad distribution
MTMR1,cytosol,6,,Large Protein Complex,Broad distribution
NDRG1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
NDRG3,cytosol,6,,Large Protein Complex,Mostly Cytosolic
NEK9,cytosol,6,,Large Protein Complex,Mostly Cytosolic
NUBP2,cytosol,6,,,Mostly Cytosolic
NUDC,cytosol,6,,Large Protein Complex,Mostly Cytosolic
OTUB1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
OXSR1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
PAK2,cytosol,6,,Large Protein Complex,Mostly Cytosolic
PDCD10,cytosol,6,,Large Protein Complex,Broad distribution
PDCD6,cytosol,6,ER,Large Protein Complex,Mostly Cytosolic
PDCD6IP,cytosol,6,,Large Protein Complex,Mostly Cytosolic
PHGDH,cytosol,6,,Large Protein Complex,Mostly Cytosolic
PLIN3,cytosol,6,,Large Protein Complex,Mostly Cytosolic
PSAT1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
PSMD10,cytosol,6,,Large Protein Complex,Mostly Cytosolic
PSME3 (V9HWJ8),proteasome,6,,Large Protein Complex,Mostly Cytosolic
PSMF1,cytosol,6,,,Mostly Cytosolic
RIC8A,cytosol,6,,,Mostly Cytosolic
RNH1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
SH3GL1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
SLK,cytosol,6,,Large Protein Complex,Mostly Cytosolic
STAT3 (A0A7I2YQI1),cytosol,6,,Large Protein Complex,Mostly Cytosolic
STMN1 (Q96CE4),cytosol,6,,Large Protein Complex,Mostly Cytosolic
TBC1D15 (Q8TC07),cytosol,6,,Large Protein Complex,Mostly Cytosolic
TFG/ALK fusion,cytosol,6,,,
TIPRL,cytosol,6,,Large Protein Complex,Mostly Cytosolic
TLN1,cytosol,6,,Plasma membrane,Broad distribution
TNPO1,cytosol,6,stress granule,Large Protein Complex,Mostly Cytosolic
TNPO3,cytosol,6,,Golgi,Mostly Cytosolic
TRIP13,cytosol,6,,Large Protein Complex,Mostly Cytosolic
TUBA1C,cytosol,6,,Large Protein Complex,Mostly Cytosolic
TUBB4A,cytosol,6,,,
UBA1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
UBA6,cytosol,6,,Large Protein Complex,Mostly Cytosolic
UBE2K,cytosol,6,,Large Protein Complex,Mostly Cytosolic
UBE2L3,cytosol,6,,Large Protein Complex,Mostly Cytosolic
UBE2M,cytosol,6,,Large Protein Complex,Nuclear and Cytosolic
UBE2N,cytosol,6,,Large Protein Complex,Broad distribution
UBE2O,cytosol,6,,Large Protein Complex,Mostly Cytosolic
UBE2V1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
UNC45A,cytosol,6,,Large Protein Complex,Mostly Cytosolic
VCL,cytosol,6,,Golgi,Mostly Cytosolic
VTA1,cytosol,6,,Large Protein Complex,Mostly Cytosolic
WDR77,cytosol,6,,Large Protein Complex,Mostly Cytosolic
XPO1,cytosol,6,,Golgi,Nuclear and Cytosolic
XPO5,cytosol,6,,Large Protein Complex,Nuclear and Cytosolic
YARS1,cytosol,6,,Large Protein Complex,Broad distribution
ABAT,mitochondrion,7,,,
ABHD18,mitochondrion,7,,,Mostly Organellar
ACAD10,mitochondrion,7,mitochondria,,Organellar and Cytosolic
ACSS3,mitochondrion,7,,,
ADCK1,mitochondrion,7,,Mitochondrion,Mostly Organellar
AFG1L,mitochondrion,7,mitochondria,Plasma membrane,Mostly Organellar
ALKBH7,mitochondrion,7,mitochondria,,Mostly Organellar
ANTKMT,mitochondrion,7,,,Mostly Organellar
B3KT81[p],mitochondrion,7,,,
BDH1,mitochondrion,7,mitochondria,,
C3orf33,mitochondrion,7,,,Mostly Organellar
CHCHD10,mitochondrion,7,mitochondria,,Organellar and Cytosolic
COX19,mitochondrion,7,,Mitochondrion,Mostly Organellar
COX8A,mitochondrion,7,,Mitochondrion,Mostly Organellar
D2HGDH,mitochondrion,7,,,Mostly Organellar
DNAJC30,mitochondrion,7,,,Mostly Organellar
DNLZ,mitochondrion,7,,,Mostly Organellar
ENDOG,mitochondrion,7,,,Organellar and Cytosolic
EXD2 (A8K948),mitochondrion,7,,Mitochondrion,Mostly Organellar
FAHD2B,nucleus,7,,,
FBXL4,nucleus,7,,,Mostly Organellar
FMC1,mitochondrion,7,,Large Protein Complex,Broad distribution
GFER,mitochondrion,7,,,Organellar and Cytosolic
GLRX2,mitochondrion,7,,Mitochondrion,Organellar and Cytosolic
GPAM,mitochondrion,7,,,Mostly Organellar
GTPBP3 (Q96H44),mitochondrion,7,,Mitochondrion,Mostly Organellar
H2AC20,nucleus,7,,,
HTD2,mitochondrion,7,,,
LIAS,mitochondrion,7,mitochondria,,Mostly Organellar
LIPT1,mitochondrion,7,,,
LIPT2,mitochondrion,7,mitochondria,,
MAOA,mitochondrion,7,,,
MCEE,mitochondrion,7,,Mitochondrion,Mostly Organellar
MCM8,mitochondrion,7,,,Nuclear and Cytosolic
MCUB,mitochondrion,7,,,Mostly Organellar
METAP1D,mitochondrion,7,,,Mostly Organellar
METTL17,mitochondrion,7,,,Mostly Organellar
MFF (A0A0A0MS29),mitochondrion,7,,Mitochondrion,Mostly Organellar
MIC60,mitochondrion,7,,,
MLX,mitochondrion,7,,Mitochondrion,Broad distribution
MLYCD,mitochondrion,7,,,Mostly Organellar
MMAA,mitochondrion,7,,,Mostly Organellar
MOCS1,mitochondrion,7,,,
MRM1,mitochondrion,7,mitochondria,Mitochondrion,Mostly Organellar
MRM2,mitochondrion,7,,Mitochondrion,Mostly Organellar
MSRB2,mitochondrion,7,mitochondria,,Mostly Organellar
MT-ATP8,mitochondrion,7,,Mitochondrion,Mostly Organellar
MT-CYB,mitochondrion,7,,,Mostly Organellar
MT-ND2,mitochondrion,7,,,Mostly Organellar
MTERF1,mitochondrion,7,,,Mostly Organellar
MTFMT,mitochondrion,7,,Golgi,Organellar and Cytosolic
MTG2,mitochondrion,7,,Mitochondrion,Mostly Organellar
MTO1 (A0A7P0Z4R0),mitochondrion,7,mitochondria,Mitochondrion,Mostly Organellar
MTO1 (Q9Y2Z2),mitochondrion,7,mitochondria,Mitochondrion,Mostly Organellar
MTRF1,mitochondrion,7,,,
MTRF1L,mitochondrion,7,,,Mostly Organellar
MUL1,mitochondrion,7,,Mitochondrion,Mostly Organellar
MYO19,mitochondrion,7,,Mitochondrion,Mostly Organellar
NDUFAF5,mitochondrion,7,mitochondria,,Mostly Organellar
NLRX1,mitochondrion,7,,,Organellar and Cytosolic
NOCT,mitochondrion,7,,,Organellar and Cytosolic
NR2F6,nucleus,7,,,Mostly Nuclear
NSUN3,mitochondrion,7,,,Mostly Organellar
NUDT6,mitochondrion,7,,,Mostly Organellar
NUDT8,mitochondrion,7,,,
OGDHL,mitochondrion,7,mitochondria,,
OXNAD1,mitochondrion,7,,Mitochondrion,Mostly Organellar
PCBD2,mitochondrion,7,,,Organellar and Cytosolic
PDF,mitochondrion,7,,Mitochondrion,Mostly Organellar
PDP2,mitochondrion,7,,,Mostly Organellar
PDSS1,mitochondrion,7,,,Mostly Organellar
PET117,mitochondrion,7,,,Mostly Organellar
PPA2 (A8K0P2),mitochondrion,7,mitochondria,Mitochondrion,Organellar and Cytosolic
PPTC7,mitochondrion,7,mitochondria,,Mostly Organellar
PRELID3B,mitochondrion,7,,,Organellar and Cytosolic
PUSL1,mitochondrion,7,,,Organellar and Cytosolic
ROMO1,mitochondrion,7,,Mitochondrion,Mostly Organellar
