CHO_ID	CHO_SYM	HUMAN_ID	HUMAN_SYM
100751033	Asb14	142686	ASB14
100751036	Spata3	130560	SPATA3
100751039	LOC100751039	25854	FAM149A
100751041	Zfp91	80829	ZFP91
100751042	Il17re	132014	IL17RE
100751043	Ercc6l2	375748	ERCC6L2
100751044	LOC100751044	79848	CSPP1
100751045	Mmachc	25974	MMACHC
100751051	Fgf10	2255	FGF10
100751053	LOC100751053	349633	PLET1
100751054	Mybph	4608	MYBPH
100751056	Plvap	83483	PLVAP
100751058	Spic	121599	SPIC
100751060	Ston2	85439	STON2
100751061	Loxhd1	125336	LOXHD1
100751062	Ube2i	7329	UBE2I
100751063	Rab15	376267	RAB15
100751064	Kctd18	130535	KCTD18
100751065	Matn3	4148	MATN3
100751068	Glra2	2742	GLRA2
100751069	Ap3m2	10947	AP3M2
100751070	Trpv4	59341	TRPV4
100751071	Epx	8288	EPX
100751072	Tshb	7252	TSHB
100751073	Gars	2617	GARS
100751075	Ccdc117	150275	CCDC117
100751076	Calb1	793	CALB1
100751078	Scn7a	6332	SCN7A
100751080	Tfap4	7023	TFAP4
100751082	Dnajc19	131118	DNAJC19
100751083	Fign	55137	FIGN
100751085	Slc51b	123264	SLC51B
100751086	Tmem63a	9725	TMEM63A
100751090	Smdt1	91689	SMDT1
100751091	Cpb1	1360	CPB1
100751092	Fam227a	646851	FAM227A
100751093	Drd4	1815	DRD4
100751094	Mvp	9961	MVP
100751095	LOC100751095	344905	ATP13A5
100751096	Poll	27343	POLL
100751097	LOC100751097	64168	NECAB1
100751098	Nyap1	222950	NYAP1
100751099	Chek1	1111	CHEK1
100751101	Pex12	5193	PEX12
100751103	Alpk3	57538	ALPK3
100751104	Enpp3	5169	ENPP3
100751107	Nhlrc2	374354	NHLRC2
100751108	Foxb1	27023	FOXB1
100751109	Ppm1j	333926	PPM1J
100751110	Zp1	22917	ZP1
100751113	Yars2	51067	YARS2
100751119	Plekhg6	55200	PLEKHG6
100751120	Bmp1	649	BMP1
100751122	Eps15	2060	EPS15
100751123	LOC100751123	220074	LRTOMT
100751124	Csnk1d	1453	CSNK1D
100751127	Cxcl16	58191	CXCL16
100751131	Taf1	6872	TAF1
100751133	Med30	90390	MED30
100751134	Caln1	83698	CALN1
100751135	Duoxa2	405753	DUOXA2
100751137	Adgra2	25960	ADGRA2
100751141	Gpc1	2817	GPC1
100751143	Tor1aip1	26092	TOR1AIP1
100751144	Tes	26136	TES
100751146	Ddx47	51202	DDX47
100751151	Sil1	64374	SIL1
100751153	Hic2	23119	HIC2
100751155	Slc39a12	221074	SLC39A12
100751156	Lrrc1	55227	LRRC1
100751157	Frk	2444	FRK
100751158	Afdn	4301	AFDN
100751159	Slc12a4	6560	SLC12A4
100751161	Aass	10157	AASS
100751162	Coq6	51004	COQ6
100751164	Rbm42	79171	RBM42
100751166	Scn5a	6331	SCN5A
100751169	Ankrd52	283373	ANKRD52
100751170	Mrpl32	64983	MRPL32
100751171	LOC100751171	6176	RPLP1
100751172	Pdzd4	57595	PDZD4
100751173	Epb41l3	23136	EPB41L3
100751174	Nap1l3	4675	NAP1L3
100751175	LOC100751175	22977	AKR7A3
100751178	Vwc2l	402117	VWC2L
100751180	Racgap1	29127	RACGAP1
100751181	Cldn14	23562	CLDN14
100751183	Rnf14	9604	RNF14
100751184	LOC100751184	6319	SCD
100751185	Fut2	2524	FUT2
100751185	Fut2	653677	SEC1P
100751189	Fn1	2335	FN1
100751190	Tex13a	56157	TEX13A
100751192	Akip1	56672	AKIP1
100751193	B3gntl1	146712	B3GNTL1
100751194	Slc6a14	11254	SLC6A14
100751197	B3galt4	8705	B3GALT4
100751200	Helt	391723	HELT
100751202	LOC100751202	8566	PDXK
100751203	Ccdc189	90835	CCDC189
100751204	Catsperb	79820	CATSPERB
100751205	Tmem143	55260	TMEM143
100751206	Enox2	10495	ENOX2
100751209	Senp5	205564	SENP5
100751211	Kif19	124602	KIF19
100751212	Lexm	163747	LEXM
100751213	Acad8	27034	ACAD8
100751215	Vill	50853	VILL
100751219	LOC100751219	93190	C1orf158
100751220	Ptgs2	5743	PTGS2
100751224	Pik3r5	23533	PIK3R5
100751225	Opn1sw	611	OPN1SW
100751227	LOC100751227	5406	PNLIP
100751228	Ncaph	23397	NCAPH
100751232	Nop16	51491	NOP16
100751236	Vps29	51699	VPS29
100751238	Bcl9	607	BCL9
100751239	Anp32e	81611	ANP32E
100751241	LOC100751241	400258	C14orf180
100751243	C1galt1c1	29071	C1GALT1C1
100751244	Tmc2	117532	TMC2
100751247	Klf12	11278	KLF12
100751248	Cdkl5	6792	CDKL5
100751249	Hoxb1	3211	HOXB1
100751250	Trmt2b	79979	TRMT2B
100751254	Fam204a	63877	FAM204A
100751255	LOC100751255	81442	OR6N2
100751256	Arsg	22901	ARSG
100751257	Tmem115	11070	TMEM115
100751258	Pacrg	135138	PACRG
100751260	Yars	8565	YARS
100751262	Strap	11171	STRAP
100751263	Itch	83737	ITCH
100751265	Atp8b2	57198	ATP8B2
100751266	Sh2d3a	10045	SH2D3A
100751268	Fhl3	2275	FHL3
100751269	LOC100751269	1543	CYP1A1
100751270	Mpv17l	255027	MPV17L
100751271	Ntrk1	4914	NTRK1
100751272	Akr1b1	231	AKR1B1
100751273	Aven	57099	AVEN
100751274	Psmd6	9861	PSMD6
100751275	Pim1	5292	PIM1
100751276	Scml2	10389	SCML2
100751277	Clcn1	1180	CLCN1
100751278	Slc35d1	23169	SLC35D1
100751279	Sost	50964	SOST
100751280	LOC100751280	1591	CYP24A1
100751282	Polr1e	64425	POLR1E
100751283	Asap3	55616	ASAP3
100751284	Akirin1	79647	AKIRIN1
100751285	Psmb1	5689	PSMB1
100751287	Ythdf3	253943	YTHDF3
100751289	Wnt6	7475	WNT6
100751290	Hnrnpc	3183	HNRNPC
100751291	Hsd17b12	51144	HSD17B12
100751292	Npm3	10360	NPM3
100751293	Hif1a	3091	HIF1A
100751295	Btbd10	84280	BTBD10
100751299	Dck	1633	DCK
100751300	Nek2	4751	NEK2
100751302	Rab32	10981	RAB32
100751303	Aldh8a1	64577	ALDH8A1
100751305	Acsm3	6296	ACSM3
100751309	Tmc5	79838	TMC5
100751310	Fam160a1	729830	FAM160A1
100751311	LOC100751311	79955	PDZD7
100751312	Cdh13	1012	CDH13
100751313	Asb12	142689	ASB12
100751315	LOC100751315	25953	PNKD
100751317	Tenm3	55714	TENM3
100751319	Lrrc14b	389257	LRRC14B
100751320	Tbx3	6926	TBX3
100751321	LOC100751321	5378	PMS1
100751322	Flrt2	23768	FLRT2
100751324	Appl1	26060	APPL1
100751326	Mmadhc	27249	MMADHC
100751328	Fam107b	83641	FAM107B
100751331	LOC100751331	6822	SULT2A1
100751334	Il17rc	84818	IL17RC
100751338	Mpzl2	10205	MPZL2
100751339	Rabgap1l	9910	RABGAP1L
100751344	Ttc12	54970	TTC12
100751346	Adora1	134	ADORA1
100751347	Pkm	5315	PKM
100751349	Gtpbp3	84705	GTPBP3
100751351	Arl1	400	ARL1
100751353	Sel1l	6400	SEL1L
100751354	Nebulette	10529	NEBL
100751355	Baiap3	8938	BAIAP3
100751356	Gpx2	2877	GPX2
100751357	Pign	23556	PIGN
100751358	Sgo2	151246	SGO2
100751359	Wdr35	57539	WDR35
100751360	Prss37	136242	PRSS37
100751361	Kat6a	7994	KAT6A
100751362	Fam222a	84915	FAM222A
100751365	Lsamp	4045	LSAMP
100751369	Cblc	23624	CBLC
100751370	Scn9a	6335	SCN9A
100751372	Adcy9	115	ADCY9
100751375	Uvrag	7405	UVRAG
100751376	Mtfmt	123263	MTFMT
100751379	Igsf11	152404	IGSF11
100751381	Pheta2	150368	PHETA2
100751382	Cpa3	1359	CPA3
100751383	Gtf2h1	2965	GTF2H1
100751384	Trpa1	8989	TRPA1
100751385	Tmem80	283232	TMEM80
100751387	Pagr1	79447	PAGR1
100751388	Cdc42ep1	11135	CDC42EP1
100751391	Stt3a	3703	STT3A
100751392	Fbxo42	54455	FBXO42
100751393	LOC100751393	55106	SLFN12
100751396	Pcnx4	64430	PCNX4
100751399	Plekhs1	79949	PLEKHS1
100751401	Fam19a3	284467	FAM19A3
100751402	Prpf19	27339	PRPF19
100751405	Pkp2	5318	PKP2
100751410	Pdzd9	255762	PDZD9
100751411	Ltbr	4055	LTBR
100751412	Ppp3cc	5533	PPP3CC
100751414	Osbpl9	114883	OSBPL9
100751415	Nemp2	100131211	NEMP2
100751416	Cd7	924	CD7
100751417	Armc2	84071	ARMC2
100751418	Zmynd15	84225	ZMYND15
100751419	Phf21a	51317	PHF21A
100751421	Pla2g6	8398	PLA2G6
100751422	Mtmr7	9108	MTMR7
100751427	Sord	6652	SORD
100751429	Znf703	80139	ZNF703
100751432	Araf	369	ARAF
100751434	Ankmy1	51281	ANKMY1
100751435	Usp3	9960	USP3
100751436	Exoc6	54536	EXOC6
100751438	Gprc5a	9052	GPRC5A
100751441	Mapre1	22919	MAPRE1
100751442	Slc25a1	6576	SLC25A1
100751445	Serpind1	3053	SERPIND1
100751447	Cdh18	1016	CDH18
100751448	Tinag	27283	TINAG
100751451	Lcat	3931	LCAT
100751453	Ptprz1	5803	PTPRZ1
100751454	Entpd5	957	ENTPD5
100751456	Haus5	23354	HAUS5
100751457	Suclg1	8802	SUCLG1
100751458	Tap1	6890	TAP1
100751459	Itm2b	9445	ITM2B
100751461	Slc39a5	283375	SLC39A5
100751462	Sri	6717	SRI
100751464	Gpr83	10888	GPR83
100751465	Ssr4	6748	SSR4
100751468	Prss58	136541	PRSS58
100751469	Tpd52	7163	TPD52
100751470	Shroom2	357	SHROOM2
100751471	Asic1	41	ASIC1
100751472	Chaf1b	8208	CHAF1B
100751474	Pcdh12	51294	PCDH12
100751475	Cwf19l1	55280	CWF19L1
100751476	Arpc5l	81873	ARPC5L
100751477	Mamstr	284358	MAMSTR
100751478	LOC100751478	81050	OR5AC2
100751479	Tmem132b	114795	TMEM132B
100751482	Zscan25	221785	ZSCAN25
100751483	Ascl3	56676	ASCL3
100751484	Znf750	79755	ZNF750
100751488	Lemd2	221496	LEMD2
100751489	Taar5	9038	TAAR5
100751490	CUNH13orf46	100507747	C13orf46
100751492	Acsl1	2180	ACSL1
100751493	Rrp1b	23076	RRP1B
100751494	Tmem265	100862671	TMEM265
100751495	LOC100751495	79820	CATSPERB
100751496	Emp3	2014	EMP3
100751499	LOC100751499	1355	COX15
100751500	LOC100751500	196541	METTL21C
100751501	Pfkp	5214	PFKP
100751502	Kcnk2	3776	KCNK2
100751503	Pak2	5062	PAK2
100751504	Tmem207	131920	TMEM207
100751505	Ttyh2	94015	TTYH2
100751506	Pars2	25973	PARS2
100751507	Thyn1	29087	THYN1
100751509	Plcd1	5333	PLCD1
100751510	Il22ra2	116379	IL22RA2
100751511	Evc2	132884	EVC2
100751514	Pdc	5132	PDC
100751515	Cnbd2	140894	CNBD2
100751517	Gpr173	54328	GPR173
100751518	Pik3r6	146850	PIK3R6
100751519	Ccdc136	64753	CCDC136
100751520	Csad	51380	CSAD
100751521	LOC100751521	399814	C10orf120
100751522	Blvra	644	BLVRA
100751523	Ndufs6	4726	NDUFS6
100751525	Kiaa1191	57179	KIAA1191
100751529	Fam216a	29902	FAM216A
100751530	LOC100751530	196335	OR56B4
100751531	Acp6	51205	ACP6
100751536	L3mbtl2	83746	L3MBTL2
100751537	Snrpb	6628	SNRPB
100751540	Dnajc1	64215	DNAJC1
100751541	Ppef1	5475	PPEF1
100751542	Snx11	29916	SNX11
100751545	Wdr64	128025	WDR64
100751546	LOC100751546	25998	IBTK
100751548	LOC100751548	128372	OR6N1
100751550	LOC100751550	11068	CYB561D2
100751551	Pde10a	10846	PDE10A
100751553	Kiaa1522	57648	KIAA1522
100751554	LOC100751554	81563	C1orf21
100751556	Tp53inp2	58476	TP53INP2
100751558	Aqp10	89872	AQP10
100751559	Adgre1	2015	ADGRE1
100751560	Ccdc47	57003	CCDC47
100751561	Sf3a3	10946	SF3A3
100751562	Edc3	80153	EDC3
100751563	Hcn2	610	HCN2
100751564	Rrn3	54700	RRN3
100751565	Sh2d2a	9047	SH2D2A
100751566	Syn3	8224	SYN3
100751568	Bmx	660	BMX
100751569	Ryr3	6263	RYR3
100751570	LOC100751570	254879	OR2T6
100751571	Tbc1d22b	55633	TBC1D22B
100751572	Rai2	10742	RAI2
100751573	Mier1	57708	MIER1
100751574	Cfap97d1	284067	CFAP97D1
100751575	Ccdc105	126402	CCDC105
100751576	Fbxo10	26267	FBXO10
100751577	Id3	3399	ID3
100751578	Pabpc4	8761	PABPC4
100751579	Tbp	6908	TBP
100751580	LOC100751580	2328	FMO3
100751581	Ggh	8836	GGH
100751582	Ccdc90b	60492	CCDC90B
100751583	LOC100751583	89944	GLB1L2
100751584	LOC100751584	1593	CYP27A1
100751585	Ext2	2132	EXT2
100751586	Mgea5	10724	MGEA5
100751587	Zfyve19	84936	ZFYVE19
100751588	Snapc1	6617	SNAPC1
100751590	LOC100751590	790955	UQCC3
100751594	Grsf1	2926	GRSF1
100751595	Dpcd	25911	DPCD
100751597	Arap2	116984	ARAP2
100751598	Grm1	2911	GRM1
100751601	Eri2	112479	ERI2
100751602	Pus7l	83448	PUS7L
100751605	Ostf1	26578	OSTF1
100751606	Gatb	5188	GATB
100751608	Mphosph6	10200	MPHOSPH6
100751609	Amer1	139285	AMER1
100751611	Catip	375307	CATIP
100751616	LOC100751616	55812	SPATA7
100751618	Il17rd	54756	IL17RD
100751619	Lypd6	130574	LYPD6
100751620	Tmem248	55069	TMEM248
100751621	Cdnf	441549	CDNF
100751622	Crtc3	64784	CRTC3
100751624	LOC100751624	6822	SULT2A1
100751625	Klhl8	57563	KLHL8
100751627	Prrt3	285368	PRRT3
100751628	Dapp1	27071	DAPP1
100751630	Mpzl3	196264	MPZL3
100751632	Anpep	290	ANPEP
100751635	LOC100751635	154790	CLEC2L
100751636	Ankk1	255239	ANKK1
100751638	Myog	4656	MYOG
100751640	Ano8	57719	ANO8
100751642	Igf1	3479	IGF1
100751644	Cgrrf1	10668	CGRRF1
100751645	Cav2	858	CAV2
100751646	Malrd1	340895	MALRD1
100751647	Tsr3	115939	TSR3
100751648	Fut8	2530	FUT8
100751650	Zmym5	9205	ZMYM5
100751652	Nkx6-3	157848	NKX6-3
100751653	Mvk	4598	MVK
100751654	Mks1	54903	MKS1
100751655	Gap43	2596	GAP43
100751656	LOC100751656	259308	FAM205A
100751659	Bcam	4059	BCAM
100751661	Cradd	8738	CRADD
100751663	Nav3	89795	NAV3
100751664	Enc1	8507	ENC1
100751665	Spg21	51324	SPG21
100751666	Pycr2	29920	PYCR2
100751668	Ndc80	10403	NDC80
100751669	Socs6	9306	SOCS6
100751670	Naga	4668	NAGA
100751671	Gyg1	2992	GYG1
100751672	LOC100751672	3948	LDHC
100751674	Eps8l2	64787	EPS8L2
100751676	Kif22	3835	KIF22
100751677	Sh3bp1	23616	SH3BP1
100751678	Noxa1	10811	NOXA1
100751679	Lrch4	4034	LRCH4
100751680	Fez1	9638	FEZ1
100751681	Hspb7	27129	HSPB7
100751682	Ccl16	6360	CCL16
100751684	Slc28a1	9154	SLC28A1
100751686	Cdc20b	166979	CDC20B
100751688	Plpp7	84814	PLPP7
100751689	Gfral	389400	GFRAL
100751692	Lrig1	26018	LRIG1
100751694	Ywhaq	10971	YWHAQ
100751698	Egr3	1960	EGR3
100751699	Specc1	92521	SPECC1
100751700	Mfsd6	54842	MFSD6
100751701	LOC100751701	6398	SECTM1
100751708	Vps37a	137492	VPS37A
100751711	Utp23	84294	UTP23
100751712	Fzd3	7976	FZD3
100751713	Terb2	145645	TERB2
100751715	Thap1	55145	THAP1
100751717	Ddit4l	115265	DDIT4L
100751722	Myof	26509	MYOF
100751724	Gprc5d	55507	GPRC5D
100751727	LOC100751727	1789	DNMT3B
100751728	Ess2	8220	ESS2
100751729	Reep2	51308	REEP2
100751732	Efcab3	146779	EFCAB3
100751735	Tspyl1	7258	TSPY1
100751735	Tspyl1	7259	TSPYL1
100751735	Tspyl1	388951	TSPYL6
100751736	Ttll2	83887	TTLL2
100751737	Psmb10	5699	PSMB10
100751738	Fam131b	9715	FAM131B
100751739	Dok5	55816	DOK5
100751740	Cntnap1	8506	CNTNAP1
100751741	Tas2r16	50833	TAS2R16
100751742	LOC100751742	7737	RNF113A
100751743	LOC100751743	10798	OR5I1
100751744	Tmem147	10430	TMEM147
100751746	Psmb8	5696	PSMB8
100751748	Stx17	55014	STX17
100751749	Nabp2	79035	NABP2
100751750	Adam22	53616	ADAM22
100751752	Panx1	24145	PANX1
100751753	Idh3g	3421	IDH3G
100751755	LOC100751755	8574	AKR7A2
100751757	Dcaf13	25879	DCAF13
100751759	Dopey2	9980	DOPEY2
100751760	Zbtb18	10472	ZBTB18
100751761	Pcdh1	5097	PCDH1
100751763	Scai	286205	SCAI
100751764	Rasip1	54922	RASIP1
100751766	Dhx37	57647	DHX37
100751770	Tmem9b	56674	TMEM9B
100751771	Fn3k	64122	FN3K
100751772	Tbl1xr1	79718	TBL1XR1
100751775	Itpr3	3710	ITPR3
100751776	LOC100751776	319100	TAAR6
100751777	Gas6	2621	GAS6
100751779	Slc25a4	291	SLC25A4
100751780	Dnajc16	23341	DNAJC16
100751781	Hsf2bp	11077	HSF2BP
100751782	Srcap	10847	SRCAP
100751783	Pou5f2	134187	POU5F2
100751784	Ccdc114	93233	CCDC114
100751785	Fam212b	55924	FAM212B
100751790	Cep19	84984	CEP19
100751791	Dctd	1635	DCTD
100751792	Cldn16	10686	CLDN16
100751793	Sdk2	54549	SDK2
100751794	Ttc4	7268	TTC4
100751795	Vps26b	112936	VPS26B
100751796	LOC100751796	79794	C12orf49
100751799	Osbpl10	114884	OSBPL10
100751800	Il20ra	53832	IL20RA
100751801	Stk32b	55351	STK32B
100751803	Aadacl3	126767	AADACL3
100751804	Odr4	54953	ODR4
100751805	Epb41l1	2036	EPB41L1
100751807	Tspyl2	64061	TSPYL2
100751808	Mfsd6l	162387	MFSD6L
100751809	Tesk2	10420	TESK2
100751810	Igfbp6	3489	IGFBP6
100751812	Ap4e1	23431	AP4E1
100751813	Mrpl36	64979	MRPL36
100751815	Meis1	4211	MEIS1
100751816	Thoc3	84321	THOC3
100751820	Atp2a2	488	ATP2A2
100751822	Gja5	2702	GJA5
100751823	Ctss	1520	CTSS
100751825	Adssl1	122622	ADSSL1
100751827	Tgm6	343641	TGM6
100751830	Armc3	219681	ARMC3
100751831	Map3k15	389840	MAP3K15
100751832	Nfe2l1	4779	NFE2L1
100751833	Taf7l	54457	TAF7L
100751835	Opn3	23596	OPN3
100751836	Fam46a	55603	FAM46A
100751837	LOC100751837	163590	TOR1AIP2
100751838	Cacul1	143384	CACUL1
100751840	Nprl2	10641	NPRL2
100751842	Zbtb8a	653121	ZBTB8A
100751843	Fam129a	116496	FAM129A
100751846	Ncoa6	23054	NCOA6
100751847	Ankrd13c	81573	ANKRD13C
100751848	Crtc2	200186	CRTC2
100751849	Ttc32	130502	TTC32
100751850	Inpp5b	3633	INPP5B
100751851	Arid3b	10620	ARID3B
100751852	Palm	5064	PALM
100751853	Fdx1	2230	FDX1
100751854	Timp3	7078	TIMP3
100751856	LOC100751856	342184	FMN1
100751858	Mdga1	266727	MDGA1
100751859	Pkib	5570	PKIB
100751860	Wdr78	79819	WDR78
100751861	Mpp3	4356	MPP3
100751862	LOC100751862	126370	OR1I1
100751863	Tomm5	401505	TOMM5
100751864	Rpl11	6135	RPL11
100751865	Mycl	4610	MYCL
100751866	Chd1	1105	CHD1
100751867	Gorab	92344	GORAB
100751868	Ttpa	7274	TTPA
100751870	Rab30	27314	RAB30
100751872	Plcd4	84812	PLCD4
100751873	Opa1	4976	OPA1
100751874	Pprc1	23082	PPRC1
100751875	Tmem30b	161291	TMEM30B
100751877	Ints5	80789	INTS5
100751878	Golga5	9950	GOLGA5
100751879	LOC100751879	390439	OR11G2
100751880	Reps2	9185	REPS2
100751882	Parl	55486	PARL
100751884	Fbxw4	6468	FBXW4
100751885	Fam196a	642938	FAM196A
100751886	Dthd1	401124	DTHD1
100751887	LOC100751887	79747	ADGB
100751890	Rexo5	81691	REXO5
100751891	Irak4	51135	IRAK4
100751892	Vsig1	340547	VSIG1
100751894	LOC100751894	54981	NMRK1
100751895	LOC100751895	79544	OR4K1
100751897	Hsd17b2	3294	HSD17B2
100751898	Spopl	339745	SPOPL
100751899	LOC100751899	255725	OR52B2
100751900	Ctdsp1	58190	CTDSP1
100751905	Galc	2581	GALC
100751906	Cd27	939	CD27
100751907	Elf1	1997	ELF1
100751908	Arhgef3	50650	ARHGEF3
100751911	Hspa14	51182	HSPA14
100751912	Il1rn	3557	IL1RN
100751913	LOC100751913	6822	SULT2A1
100751914	Aff1	4299	AFF1
100751915	Znf609	23060	ZNF609
100751916	Vhl	7428	VHL
100751917	Lamtor3	8649	LAMTOR3
100751919	Disp3	57540	DISP3
100751921	Mesp2	145873	MESP2
100751925	Drd2	1813	DRD2
100751933	Met	4233	MET
100751934	Plxdc2	84898	PLXDC2
100751937	Pspc1	55269	PSPC1
100751938	Nudt12	83594	NUDT12
100751939	Gpat4	137964	GPAT4
100751940	Mmab	326625	MMAB
100751941	Lpo	4025	LPO
100751942	Ccl19	6363	CCL19
100751943	Emid1	129080	EMID1
100751944	Ripk2	8767	RIPK2
100751945	Nectin2	5819	NECTIN2
100751948	Rnaseh2b	79621	RNASEH2B
100751954	Rab14	51552	RAB14
100751956	Msn	4478	MSN
100751957	Poldip3	84271	POLDIP3
100751958	Hltf	6596	HLTF
100751959	Uevld	55293	UEVLD
100751960	Odc1	4953	ODC1
100751962	Zg16	653808	ZG16
100751963	Lgals1	3956	LGALS1
100751965	Pknox2	63876	PKNOX2
100751967	Heatr9	256957	HEATR9
100751969	Znf592	9640	ZNF592
100751971	Ccno	10309	CCNO
100751972	Entpd7	57089	ENTPD7
100751974	Lamc3	10319	LAMC3
100751975	LOC100751975	11022	TDRKH
100751977	Cd6	923	CD6
100751978	Kbtbd8	84541	KBTBD8
100751979	Plcb1	23236	PLCB1
100751984	Rasgef1b	153020	RASGEF1B
100751986	Sh3glb1	51100	SH3GLB1
100751988	Cd164	8763	CD164
100751989	Mettl17	64745	METTL17
100751990	Tm4sf5	9032	TM4SF5
100751991	Dgkz	8525	DGKZ
100751993	Rps15a	6210	RPS15A
100751994	Flnc	2318	FLNC
100751995	Zdhhc2	51201	ZDHHC2
100751997	Hnf4g	3174	HNF4G
100751998	Eif3h	8667	EIF3H
100751999	Extl3	2137	EXTL3
100752000	Trim69	140691	TRIM69
100752002	Rnf170	81790	RNF170
100752004	Myo9a	4649	MYO9A
100752006	Rnpepl1	57140	RNPEPL1
100752007	Mdm4	4194	MDM4
100752008	LOC100752008	55344	PLCXD1
100752009	Nme3	4832	NME3
100752011	Tssk2	23617	TSSK2
100752012	Kdm3b	51780	KDM3B
100752014	Crkl	1399	CRKL
100752015	Prcc	5546	PRCC
100752017	Zswim2	151112	ZSWIM2
100752018	Pole3	54107	POLE3
100752019	Gclc	2729	GCLC
100752020	Casq2	845	CASQ2
100752021	Nt5dc1	221294	NT5DC1
100752022	Thbs2	7058	THBS2
100752023	Pskh1	5681	PSKH1
100752024	Epha1	2041	EPHA1
100752027	Cadps2	93664	CADPS2
100752028	Vsx2	338917	VSX2
100752030	Dmkn	93099	DMKN
100752031	Vamp5	10791	VAMP5
100752032	Scn1a	6323	SCN1A
100752033	Tap2	6891	TAP2
100752036	Smarcc2	6601	SMARCC2
100752038	Hecw1	23072	HECW1
100752039	Hephl1	341208	HEPHL1
100752040	Plxnb3	5365	PLXNB3
100752041	Ncapg2	54892	NCAPG2
100752042	Pqlc2	54896	PQLC2
100752044	LOC100752044	9699	RIMS2
100752046	Arap3	64411	ARAP3
100752047	Dnajc17	55192	DNAJC17
100752048	Cpn1	1369	CPN1
100752050	Izumo1	284359	IZUMO1
100752051	LOC100752051	403277	OR5K3
100752052	Bri3bp	140707	BRI3BP
100752054	Wdr17	116966	WDR17
100752055	Znf655	79027	ZNF655
100752056	Stk33	65975	STK33
100752057	Fn3krp	79672	FN3KRP
100752058	Klk12	43849	KLK12
100752058	Klk12	3026	HABP2
100752059	Tbx20	57057	TBX20
100752060	Ccdc34	91057	CCDC34
100752061	Syngap1	8831	SYNGAP1
100752063	Rasa3	22821	RASA3
100752065	Cfap97	57587	CFAP97
100752066	Agmat	79814	AGMAT
100752068	Prr14	78994	PRR14
100752071	LOC100752071	6235	RPS29
100752074	Wdr37	22884	WDR37
100752075	Cenpf	1063	CENPF
100752076	Opn4	94233	OPN4
100752079	Mroh7	374977	MROH7
100752080	Ncapd3	23310	NCAPD3
100752081	Rnft2	84900	RNFT2
100752082	Mfsd14b	84641	MFSD14B
100752083	Galk2	2585	GALK2
100752084	Stt3b	201595	STT3B
100752085	Slc35d3	340146	SLC35D3
100752092	Ccdc42	146849	CCDC42
100752093	Toe1	114034	TOE1
100752094	Spryd3	84926	SPRYD3
100752099	Gramd2b	65983	GRAMD2B
100752102	Nfe2l2	4780	NFE2L2
100752103	P2rx4	5025	P2RX4
100752105	Gja8	2703	GJA8
100752106	Arnt	405	ARNT
100752108	Zbtb42	100128927	ZBTB42
100752109	LOC100752109	80833	APOL3
100752113	Bclaf3	256643	BCLAF3
100752115	Slc36a4	120103	SLC36A4
100752117	Fam163a	148753	FAM163A
100752118	Eif3a	8661	EIF3A
100752121	Zmynd10	51364	ZMYND10
100752122	LOC100752122	168090	C6orf118
100752123	Bsdc1	55108	BSDC1
100752124	Rnf2	6045	RNF2
100752125	Ptpro	5800	PTPRO
100752126	Nrxn3	9369	NRXN3
100752127	Cth	1491	CTH
100752128	LOC100752128	25906	ANAPC15
100752129	Slc27a3	11000	SLC27A3
100752130	Rlf	6018	RLF
100752131	Osr1	130497	OSR1
100752132	Mtf1	4520	MTF1
100752133	Ubl7	84993	UBL7
100752134	Ptbp1	5725	PTBP1
100752135	Rdx	5962	RDX
100752136	Bpifc	254240	BPIFC
100752139	Kitlg	4254	KITLG
100752140	LOC100752140	26696	OR2T1
100752143	Fabp7	2173	FABP7
100752144	Insl5	10022	INSL5
100752145	Mpp2	4355	MPP2
100752146	Syde1	85360	SYDE1
100752147	Trmt10b	158234	TRMT10B
100752150	Ermard	55780	ERMARD
100752152	Nkain3	286183	NKAIN3
100752153	Tmem200c	645369	TMEM200C
100752154	Ddias	220042	DDIAS
100752155	Plekho2	80301	PLEKHO2
100752156	Gpr182	11318	GPR182
100752157	Slc11a1	6556	SLC11A1
100752159	Pitx3	84839	RAX2
100752159	Pitx3	5309	PITX3
100752160	Mpdz	8777	MPDZ
100752161	Gtdc1	79712	GTDC1
100752162	Ganab	23193	GANAB
100752163	LOC100752163	390439	OR11G2
100752164	Txlng	55787	TXLNG
100752166	LOC100752166	8504	PEX3
100752167	LOC100752167	83636	C19orf12
100752168	Pfdn1	5201	PFDN1
100752170	Pcolce	5118	PCOLCE
100752172	Ckmt2	1160	CKMT2
100752173	Rnf32	140545	RNF32
100752175	Lyrm1	57149	LYRM1
100752176	Twf1	5756	TWF1
100752179	Lpar4	2846	LPAR4
100752180	LOC100752180	81127	OR4K15
100752181	Lim2	3982	LIM2
100752182	Sdr42e1	93517	SDR42E1
100752183	LOC100752183	120787	OR52W1
100752184	Arsj	79642	ARSJ
100752186	Fam168a	23201	FAM168A
100752188	Tec	7006	TEC
100752190	Tapbpl	55080	TAPBPL
100752192	Fam208a	23272	FAM208A
100752193	Prr5	55615	PRR5
100752195	Sbds	51119	SBDS
100752196	Dclre1c	64421	DCLRE1C
100752197	Il1f10	84639	IL1F10
100752198	LOC100752198	285525	YIPF7
100752199	Oaz2	4947	OAZ2
100752200	Tatdn2	9797	TATDN2
100752201	Dnajb14	79982	DNAJB14
