MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1859147	Batf	basic leucine zipper transcription factor, ATF-like	12		DNA-binding transcription factor activity			IDA		J:189230 	
MGI:1859147	Batf	basic leucine zipper transcription factor, ATF-like	12		DNA-binding transcription factor activity			IDA		J:190118 	
MGI:1859147	Batf	basic leucine zipper transcription factor, ATF-like	12		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:109384 MGI:1859147 MGI:1932093 MGI:95574 MGI:95575 P01100 P15408 P18847 PTN001156258 Q8WYK2 Q9NR55 RGD:2165 RGD:2627 	J:161428 	
MGI:1921731	Batf2	basic leucine zipper transcription factor, ATF-like 2	19		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:109384 MGI:1859147 MGI:1932093 MGI:95574 MGI:95575 P01100 P15408 P18847 PTN001156258 Q8WYK2 Q9NR55 RGD:2165 RGD:2627 	J:161428 	
MGI:1925491	Batf3	basic leucine zipper transcription factor, ATF-like 3	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:109384 MGI:1859147 MGI:1932093 MGI:95574 MGI:95575 P01100 P15408 P18847 PTN001156258 Q8WYK2 Q9NR55 RGD:2165 RGD:2627 	J:161428 	
MGI:1925491	Batf3	basic leucine zipper transcription factor, ATF-like 3	1		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000243440 Q9NR55 	J:342605 	
MGI:1925491	Batf3	basic leucine zipper transcription factor, ATF-like 3	1		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9NR55 	J:164563 	
MGI:1917758	Bbx	bobby sox HMG box containing	16		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000990637 	J:161428 	
MGI:2670978	BC024063	cDNA sequence BC024063	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	P35789 P52738 PTN001225435 Q86Y25 Q96RE9 Q9Y473 	J:161428 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		DNA-binding transcription factor activity			ISO	P41182 	J:164563 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	MGI:107187 MGI:1195345 MGI:1278332 MGI:1929213 P41182 PTN002393396 Q8N680 Q9Y2Y4 	J:161428 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses Adar		IDA		J:193867 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:77745 	
MGI:107187	Bcl6	B cell leukemia/lymphoma 6	16		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P41182 	J:164563 	
MGI:1278332	Bcl6b	B cell CLL/lymphoma 6, member B	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			IBA	MGI:107187 MGI:1195345 MGI:1278332 MGI:1929213 P41182 PTN002393396 Q8N680 Q9Y2Y4 	J:161428 	
MGI:1278332	Bcl6b	B cell CLL/lymphoma 6, member B	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:48309 	
MGI:106190	Bcl11a	BCL11 transcription factor A	11		DNA-binding transcription factor activity			IBA	MGI:1929913 PTN001905569 Q9H165 	J:161428 	
MGI:106190	Bcl11a	BCL11 transcription factor A	11		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	Q9H165 	J:164563 	
MGI:1929913	Bcl11b	B cell leukemia/lymphoma 11B	12		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in SO:0001668,uses Ngef,happens in SO:0001668,uses Tac1,happens in SO:0001668,uses Adcy5,happens in SO:0001668,uses Bcl11b		IDA		J:138707 	
MGI:1929913	Bcl11b	B cell leukemia/lymphoma 11B	12		DNA-binding transcription activator activity, RNA polymerase II-specific	happens in SO:0001668,uses Sp6,happens in SO:0001668,uses Msx2		IDA		J:146765 	
MGI:1929913	Bcl11b	B cell leukemia/lymphoma 11B	12		DNA-binding transcription factor activity			IBA	MGI:1929913 PTN001905569 Q9H165 	J:161428 	
MGI:2444198	Bhlha9	basic helix-loop-helix family, member a9	11		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:102934 MGI:103577 MGI:103580 MGI:104664 MGI:1202715 MGI:1328312 MGI:1333884 MGI:1349421 MGI:2150010 O43680 O96004 P61296 PTN002360678 Q15672 Q7RTU7 RGD:621207 	J:161428 	
MGI:891976	Bhlha15	basic helix-loop-helix family, member a15	5		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:89063 	
MGI:891976	Bhlha15	basic helix-loop-helix family, member a15	5		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:89063 	
MGI:891976	Bhlha15	basic helix-loop-helix family, member a15	5		DNA-binding transcription factor activity			IBA	MGI:103239 MGI:104654 MGI:106593 MGI:107755 MGI:1339708 MGI:1355331 MGI:1918343 MGI:1930001 MGI:891976 MGI:893591 PTN000446010 Q13562 Q96SQ7 Q9Y4Z2 RGD:631350 	J:161428 	
MGI:1930001	Bhlhe22	basic helix-loop-helix family, member e22	3		DNA-binding transcription factor activity			IBA	MGI:103239 MGI:104654 MGI:106593 MGI:107755 MGI:1339708 MGI:1355331 MGI:1918343 MGI:1930001 MGI:891976 MGI:893591 PTN000446010 Q13562 Q96SQ7 Q9Y4Z2 RGD:631350 	J:161428 	
MGI:1930001	Bhlhe22	basic helix-loop-helix family, member e22	3		DNA-binding transcription factor activity, RNA polymerase II-specific	uses Zbtb18,uses Cdh11,uses Bhlhe22		IMP	MGI:4440742 	J:182304 	
MGI:2153710	Bhlhe23	basic helix-loop-helix family, member e23	2		DNA-binding transcription factor activity			IBA	MGI:103239 MGI:104654 MGI:106593 MGI:107755 MGI:1339708 MGI:1355331 MGI:1918343 MGI:1930001 MGI:891976 MGI:893591 PTN000446010 Q13562 Q96SQ7 Q9Y4Z2 RGD:631350 	J:161428 	
MGI:2153710	Bhlhe23	basic helix-loop-helix family, member e23	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IEA	PTHR19290 	J:345476 	
MGI:1097714	Bhlhe40	basic helix-loop-helix family, member e40	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104853 MGI:104876 MGI:104877 MGI:1097714 MGI:1341800 MGI:1341884 MGI:1859852 MGI:1860511 MGI:1930704 MGI:3040955 O14503 PTN004213585 Q9C0J9 Q9NQ87 Q9UBP5 Q9Y5J3 RGD:62082 	J:161428 	
MGI:1097714	Bhlhe40	basic helix-loop-helix family, member e40	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:178280 	
MGI:1097714	Bhlhe40	basic helix-loop-helix family, member e40	6		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	O14503 	J:164563 	
MGI:1097714	Bhlhe40	basic helix-loop-helix family, member e40	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:178280 	
MGI:1097714	Bhlhe40	basic helix-loop-helix family, member e40	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:180463 	
MGI:1097714	Bhlhe40	basic helix-loop-helix family, member e40	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:211246 	
MGI:1097714	Bhlhe40	basic helix-loop-helix family, member e40	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	O14503 	J:164563 	
MGI:1930704	Bhlhe41	basic helix-loop-helix family, member e41	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:104853 MGI:104876 MGI:104877 MGI:1097714 MGI:1341800 MGI:1341884 MGI:1859852 MGI:1860511 MGI:1930704 MGI:3040955 O14503 PTN004213585 Q9C0J9 Q9NQ87 Q9UBP5 Q9Y5J3 RGD:62082 	J:161428 	
MGI:1930704	Bhlhe41	basic helix-loop-helix family, member e41	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:178280 	
MGI:1930704	Bhlhe41	basic helix-loop-helix family, member e41	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:79730 	
MGI:1930704	Bhlhe41	basic helix-loop-helix family, member e41	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:178280 	
MGI:1930704	Bhlhe41	basic helix-loop-helix family, member e41	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:178282 	
MGI:1930704	Bhlhe41	basic helix-loop-helix family, member e41	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:180463 	
MGI:1930704	Bhlhe41	basic helix-loop-helix family, member e41	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:211246 	
MGI:1930704	Bhlhe41	basic helix-loop-helix family, member e41	6		DNA-binding transcription repressor activity, RNA polymerase II-specific			IDA		J:79730 	
MGI:1096381	Bmal1	basic helix-loop-helix ARNT like 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IC	GO:0045944 	J:87263 	
MGI:1096381	Bmal1	basic helix-loop-helix ARNT like 1	7		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:180477 	
MGI:1096381	Bmal1	basic helix-loop-helix ARNT like 1	7		DNA-binding transcription factor activity			IDA		J:277685 	
MGI:1096381	Bmal1	basic helix-loop-helix ARNT like 1	7		DNA-binding transcription factor activity			IDA		J:49044 	
MGI:1096381	Bmal1	basic helix-loop-helix ARNT like 1	7		DNA-binding transcription factor activity			IDA		J:76640 	
MGI:1096381	Bmal1	basic helix-loop-helix ARNT like 1	7		DNA-binding transcription factor activity			ISA	AJ318060 	J:72921 	
MGI:1096381	Bmal1	basic helix-loop-helix ARNT like 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107188 MGI:1096381 MGI:88071 P27540 PTN000548496 Q8WYA1 Q9HBZ2 	J:161428 	
MGI:1096381	Bmal1	basic helix-loop-helix ARNT like 1	7		DNA-binding transcription factor activity, RNA polymerase II-specific			IDA		J:178280 	
MGI:2684845	Bmal2	basic helix-loop-helix ARNT like 2	6		DNA-binding transcription factor activity			ISO	Q8WYA1 	J:73065 	
MGI:2684845	Bmal2	basic helix-loop-helix ARNT like 2	6		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:107188 MGI:1096381 MGI:88071 P27540 PTN000548496 Q8WYA1 Q9HBZ2 	J:161428 	
MGI:2684845	Bmal2	basic helix-loop-helix ARNT like 2	6		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	Q8WYA1 	J:164563 	
MGI:88184	Bmyc	brain expressed myelocytomatosis oncogene	2		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P01106 	J:164563 	
MGI:88184	Bmyc	brain expressed myelocytomatosis oncogene	2		DNA-binding transcription factor activity, RNA polymerase II-specific			IEA	PTHR45851 	J:345476 	
MGI:88184	Bmyc	brain expressed myelocytomatosis oncogene	2		DNA-binding transcription factor activity, RNA polymerase II-specific			ISO	P01106 	J:164563 	
MGI:88184	Bmyc	brain expressed myelocytomatosis oncogene	2		DNA-binding transcription repressor activity, RNA polymerase II-specific			ISO	P01106 	J:164563 	
MGI:1097164	Bnc1	basonuclin zinc finger protein 1	7		DNA-binding transcription activator activity			ISO	Q01954 	J:164563 	
MGI:104537	Brca1	breast cancer 1, early onset	11		DNA-binding transcription activator activity	uses UniProtKB:P13864,is upstream of negative regulation of gene expression via chromosomal CpG island methylation		IDA		J:173146 	
MGI:104537	Brca1	breast cancer 1, early onset	11		DNA-binding transcription activator activity			ISO	P38398 	J:164563 	
MGI:2669849	Bsx	brain specific homeobox	9		DNA-binding transcription activator activity, RNA polymerase II-specific		PR:Q810B3-1	IDA		J:122211 	
MGI:2669849	Bsx	brain specific homeobox	9		DNA-binding transcription factor activity		PR:Q810B3-1	IDA		J:122211 	
MGI:2669849	Bsx	brain specific homeobox	9		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:101926 MGI:1918718 MGI:1919200 MGI:2149032 MGI:2149035 MGI:2669849 MGI:3646231 MGI:94901 MGI:94902 MGI:94903 O95231 PTN004692250 Q92988 	J:161428 	
MGI:2182269	Carf	calcium response factor	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IDA		J:76631 	
MGI:2182269	Carf	calcium response factor	1		DNA-binding transcription activator activity, RNA polymerase II-specific			IMP		J:76631 	
MGI:2182269	Carf	calcium response factor	1		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	RGD:1306822 	J:155856 	
MGI:2182269	Carf	calcium response factor	1		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q8N187 	J:164563 	
MGI:2182269	Carf	calcium response factor	1		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:2182269 PTN002685514 Q8N187 RGD:1306822 	J:161428 	
MGI:1196251	Casz1	castor zinc finger 1	4		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q86V15 	J:164563 	
MGI:1196251	Casz1	castor zinc finger 1	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000278753 Q86V15 	J:161428 	
MGI:2384831	Cc2d1a	coiled-coil and C2 domain containing 1A	8		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:2384831 MGI:2443076 PTN000317389 Q6P1N0 	J:161428 	
MGI:2384831	Cc2d1a	coiled-coil and C2 domain containing 1A	8		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses Htr1a		IDA		J:174464 	
MGI:2443076	Cc2d1b	coiled-coil and C2 domain containing 1B	4		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	MGI:2384831 MGI:2443076 PTN000317389 Q6P1N0 	J:161428 	
MGI:2443076	Cc2d1b	coiled-coil and C2 domain containing 1B	4		DNA-binding transcription repressor activity, RNA polymerase II-specific	uses Htr1a		IDA		J:174464 	
MGI:1918952	Cdc5l	cell division cycle 5-like	17		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99459 	J:164563 	
MGI:1918952	Cdc5l	cell division cycle 5-like	17		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000836844 Q99459 	J:161428 	
MGI:5591876	Cdc5lrt1	cell division cycle 5 like, retrotransposed 1	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99459 	J:164563 	
MGI:5591876	Cdc5lrt1	cell division cycle 5 like, retrotransposed 1	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000836844 Q99459 	J:161428 	
MGI:5591961	Cdc5lrt4	cell division cycle 5 like, retrotransposed 4	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99459 	J:164563 	
MGI:3643524	Cdc5lrt5	cell division cycle 5 like, retrotransposed 5	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99459 	J:164563 	
MGI:3643524	Cdc5lrt5	cell division cycle 5 like, retrotransposed 5	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000836844 Q99459 	J:161428 	
MGI:3647148	Cdc5lrt6	cell division cycle 5 like, retrotransposed 6	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99459 	J:164563 	
MGI:3647146	Cdc5lrt7	cell division cycle 5 like, retrotransposed 7	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99459 	J:164563 	
MGI:3647143	Cdc5lrt8	cell division cycle 5 like, retrotransposed 8	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99459 	J:164563 	
MGI:3647143	Cdc5lrt8	cell division cycle 5 like, retrotransposed 8	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000836844 Q99459 	J:161428 	
MGI:3644213	Cdc5lrt9	cell division cycle 5 like, retrotransposed 9	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99459 	J:164563 	
MGI:3644213	Cdc5lrt9	cell division cycle 5 like, retrotransposed 9	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000836844 Q99459 	J:161428 	
MGI:3644216	Cdc5lrt10	cell division cycle 5 like, retrotransposed 10	10		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	Q99459 	J:164563 	
MGI:3644216	Cdc5lrt10	cell division cycle 5 like, retrotransposed 10	10		DNA-binding transcription factor activity, RNA polymerase II-specific			IBA	PTN000836844 Q99459 	J:161428 	
MGI:88360	Cdx1	caudal type homeobox 1	18		DNA-binding transcription activator activity, RNA polymerase II-specific			IEA	ENSP00000231656 P47902 	J:342605 	
MGI:88360	Cdx1	caudal type homeobox 1	18		DNA-binding transcription activator activity, RNA polymerase II-specific			ISO	P47902 	J:164563 	
MGI:88360	Cdx1	caudal type homeobox 1	18		DNA-binding transcription factor activity			IBA	MGI:88360 MGI:88361 O14627 P47902 PTN001216652 Q99626 RGD:621234 	J:161428 	
MGI:88360	Cdx1	caudal type homeobox 1	18		DNA-binding transcription factor activity			IDA		J:179218 	
MGI:88361	Cdx2	caudal type homeobox 2	5		DNA-binding transcription factor activity			IBA	MGI:88360 MGI:88361 O14627 P47902 PTN001216652 Q99626 RGD:621234 	J:161428 	
MGI:88361	Cdx2	caudal type homeobox 2	5		DNA-binding transcription factor activity			IDA		J:104800 	
MGI:88361	Cdx2	caudal type homeobox 2	5		DNA-binding transcription factor activity			IDA		J:179218 	
MGI:88361	Cdx2	caudal type homeobox 2	5		DNA-binding transcription factor activity			ISO	RGD:621234 	J:155856 	
MGI:88361	Cdx2	caudal type homeobox 2	5		DNA-binding transcription repressor activity, RNA polymerase II-specific			IEA	ENSP00000370408 Q99626 	J:342605 	
